,index,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Industry,Sector,Revenue,Lower Salary,Upper Salary,Avg Salary(K),Job Location,Age
502,643,Data Scientist,$71K-$124K (Glassdoor est.),4.0,"Strategic Financial Solutions
4.0","New York, NY",501 - 1000 ,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,71,124,97.5,NY,14
503,644,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),113,196,154.5,MA,240
504,645,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,81,167,124.0,PA,37
505,646,Data Scientist,$69K-$121K (Glassdoor est.),3.4,"Remedy BPCI Partners, LLC.
3.4","New York, NY",201 - 500 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,69,121,95.0,NY,10
506,647,Senior Data Scientist,$97K-$160K (Glassdoor est.),4.4,"Maven Wave Partners
4.4","Chicago, IL",201 - 500 ,Consulting,Business Services,$50 to $100 million (USD),97,160,128.5,IL,13
507,648,Principal Data Scientist,$150K-$238K (Glassdoor est.),3.2,"The Climate Corporation
3.2","San Francisco, CA",501 - 1000 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,150,238,194.0,CA,15
508,651,Data Scientist,$77K-$132K (Glassdoor est.),3.5,"Crossix Solutions
3.5","New York, NY",201 - 500 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,77,132,104.5,NY,16
509,652,Clinical Laboratory Scientist,$24-$39 Per Hour(Glassdoor est.),3.7,"Vail Health
3.7","Vail, CO",501 - 1000 ,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),49,81,65.0,CO,55
510,653,Data Engineer - Consultant (Charlotte Based),$59K-$112K (Glassdoor est.),4.2,"Clarity Insights
4.2","Charlotte, NC",201 - 500 ,IT Services,Information Technology,Unknown / Non-Applicable,59,112,85.5,NC,13
511,654,"Data Analyst 1, full-time contract worker for up to 12 months",$35K-$65K (Glassdoor est.),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT",10000+ ,Religious Organizations,Non-Profit,Unknown / Non-Applicable,35,65,50.0,UT,-1
512,655,Data Engineer,$79K-$147K (Glassdoor est.),3.1,"NCSOFT
3.1","Aliso Viejo, CA",1001 - 5000 ,Video Games,Media,$10+ billion (USD),79,147,113.0,CA,24
513,658,"Scientist, Immuno-Oncology",$62K-$119K (Glassdoor est.),3.9,"GSK
3.9","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),62,119,90.5,MA,191
514,660,Senior Data Scientist,$119K-$187K (Glassdoor est.),4.3,"Factual
4.3","Los Angeles, CA",51 - 200 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,119,187,153.0,CA,13
515,661,Products Data Analyst II,$90K-$157K (Glassdoor est.),3.3,"TriNet
3.3","Dublin, CA",1001 - 5000 ,Consulting,Business Services,$2 to $5 billion (USD),90,157,123.5,CA,33
516,662,Lead Data Analyst,$32K-$62K (Glassdoor est.),3.9,"Signpost
3.9","New York, NY",201 - 500 ,Internet,Information Technology,$10 to $25 million (USD),32,62,47.0,NY,11
517,663,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA",501 - 1000 ,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),42,86,64.0,CA,25
518,664,Data Science Engineer - Mobile,$116K-$208K (Glassdoor est.),4.0,"Adobe
4.0","San Jose, CA",10000+ ,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),116,208,162.0,CA,39
519,665,Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),3.9,"AstraZeneca
3.9","New York, NY",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),102,172,137.0,NY,108
520,666,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN",10000+ ,Gas Stations,Retail,$10+ billion (USD),69,127,98.0,TN,63
521,668,Data Scientist,$86K-$144K (Glassdoor est.),3.7,"Swiss Re
3.7","Armonk, NY",10000+ ,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),86,144,115.0,NY,158
522,669,Senior Data Scientist,$102K-$165K (Glassdoor est.),3.5,"Sartorius
3.5","Arvada, CO",5001 - 10000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),102,165,133.5,CO,151
523,670,Data Engineer,$74K-$124K (Glassdoor est.),4.0,"Pinnacol Assurance
4.0","Denver, CO",501 - 1000 ,Insurance Carriers,Insurance,$500 million to $1 billion (USD),74,124,99.0,CO,106
524,671,Food Scientist - Developer,$40K-$68K (Glassdoor est.),3.3,"Palermo's Pizza
3.3","Milwaukee, WI",501 - 1000 ,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,40,68,54.0,WI,57
525,672,Senior Data Engineer,$76K-$142K (Glassdoor est.),3.2,"Equian LLC
3.2","Franklin, TN",1001 - 5000 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,76,142,109.0,TN,17
526,673,Data Engineer,$76K-$142K (Glassdoor est.),3.4,"MetroStar Systems
3.4","Rockville, MD",201 - 500 ,IT Services,Information Technology,$25 to $50 million (USD),76,142,109.0,MD,22
527,674,Senior Data Scientist,$108K-$171K (Glassdoor est.),4.4,"MathWorks
4.4","Natick, MA",1001 - 5000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),108,171,139.5,MA,37
528,675,"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ ,Insurance Carriers,Insurance,$10+ billion (USD),202,306,254.0,IL,109
529,676,Machine Learning Engineer,$91K-$159K (Glassdoor est.),3.2,"Information Builders
3.2","New York, NY",1001 - 5000 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,91,159,125.0,NY,46
530,678,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80,133,106.5,MA,25
531,679,"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),2.9,"Audentes Therapeutics
2.9","South San Francisco, CA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,49,97,73.0,CA,9
532,681,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),49,113,81.0,MD,60
533,682,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Millville, DE",1001 - 5000 ,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),43,70,56.5,DE,86
534,683,Scientist - Analytical Services,$65K-$134K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),65,134,99.5,NC,146
535,685,Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),3.3,"National Interstate
3.3","Richfield, OH",501 - 1000 ,Insurance Carriers,Insurance,$500 million to $1 billion (USD),32,59,45.5,OH,32
536,687,IT Associate Data Analyst,$39K-$69K (Glassdoor est.),3.7,"The Hanover Insurance Group
3.7","Worcester, MA",5001 - 10000 ,Insurance Carriers,Insurance,$5 to $10 billion (USD),39,69,54.0,MA,169
537,688,Sr. Data Engineer,$87K-$158K (Glassdoor est.),4.5,"Moser Consulting
4.5","Indianapolis, IN",51 - 200 ,Consulting,Business Services,$25 to $50 million (USD),87,158,122.5,IN,25
538,689,Clinical Data Analyst,$27K-$48K (Glassdoor est.),3.0,"Greenway Health
3.0","Tampa, FL",1001 - 5000 ,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),27,48,37.5,FL,44
539,690,Business Data Analyst,$36K-$71K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 - 5000 ,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),36,71,53.5,NY,19
540,691,Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),3.9,"TransUnion
3.9","Chicago, IL",5001 - 10000 ,Financial Analytics & Research,Finance,$1 to $2 billion (USD),107,173,140.0,IL,53
541,692,Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),3.2,"MITRE
3.2","Hampton, VA",5001 - 10000 ,Federal Agencies,Government,$1 to $2 billion (USD),56,99,77.5,VA,63
542,694,ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,3.3,"Mcphail Associates
3.3","Cambridge, MA",1 - 50 ,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,52,58,55.0,MA,45
543,695,Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),80,155,117.5,NC,146
544,696,Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),2.4,"Crown Bioscience
2.4","San Diego, CA",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),43,98,70.5,CA,15
545,697,"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Ithaca, NY",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,44,96,70.0,NY,6
546,698,Revenue Analytics Manager,$45K-$78K (Glassdoor est.),4.8,"HOVER
4.8","San Francisco, CA",51 - 200 ,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),45,78,61.5,CA,10
547,699,Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Marietta, GA",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,50,110,80.0,GA,6
548,700,Data Scientist,$60K-$99K (Glassdoor est.),4.7,"Oversight Systems
4.7","Atlanta, GA",51 - 200 ,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),60,99,79.5,GA,18
549,701,Data Scientist - Sales,$130K-$206K (Glassdoor est.),4.7,"Confluent
4.7","Mountain View, CA",501 - 1000 ,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),130,206,168.0,CA,7
550,702,IT - Data Engineer II,$61K-$119K (Glassdoor est.),3.4,"Arbella Insurance
3.4","Quincy, MA",1001 - 5000 ,Insurance Carriers,Insurance,$100 to $500 million (USD),61,119,90.0,MA,33
551,703,"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1.0,Kronos Bio,"Cambridge, MA",unknown,-1,-1,Unknown / Non-Applicable,100,140,120.0,MA,-1
552,704,Senior Data Analyst,$99K-$178K (Glassdoor est.),3.9,"Life360
3.9","San Francisco, CA",51 - 200 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,99,178,138.5,CA,13
553,705,"Principal, Data Science - Advanced Analytics",$86K-$137K (Glassdoor est.),3.6,"IQVIA
3.6","Plymouth Meeting, PA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),86,137,111.5,PA,4
554,706,Data Science Project Manager,$37K-$100K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),37,100,68.5,MA,170
555,707,"Sr Scientist, Immuno-Oncology - Oncology",$58K-$111K (Glassdoor est.),3.9,"GSK
3.9","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),58,111,84.5,MA,191
556,708,Senior Data Engineer,$72K-$133K (Glassdoor est.),4.4,"Eventbrite
4.4","Nashville, TN",1001 - 5000 ,Internet,Information Technology,$100 to $500 million (USD),72,133,102.5,TN,15
557,709,"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,56,91,73.5,PA,37
558,711,Research Scientist – Security and Privacy,$61K-$126K (Glassdoor est.),3.6,"Riverside Research Institute
3.6","Beavercreek, OH",501 - 1000 ,Federal Agencies,Government,$50 to $100 million (USD),61,126,93.5,OH,54
559,712,Data Science Manager,$95K-$160K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Allentown, PA",1 - 50 ,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),95,160,127.5,PA,-1
560,714,Data Analyst 2 (Missionary Department),$53K-$91K (Glassdoor est.),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT",10000+ ,Religious Organizations,Non-Profit,Unknown / Non-Applicable,53,91,72.0,UT,-1
561,715,"Enterprise Architect, Data",$101K-$158K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),101,158,129.5,MA,170
562,718,Supply Chain Data Analyst,$33K-$61K (Glassdoor est.),3.1,"Icon Health and Fitness
3.1","Logan, UT",1001 - 5000 ,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),33,61,47.0,UT,44
563,719,Data Engineer - ETL,$44K-$86K (Glassdoor est.),3.8,"Shipt
3.8","Birmingham, AL",501 - 1000 ,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,44,86,65.0,AL,7
564,721,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K (Glassdoor est.),3.8,"Associated Banc-Corp
3.8","Green Bay, WI",1001 - 5000 ,Banks & Credit Unions,Finance,$1 to $2 billion (USD),43,77,60.0,WI,151
565,722,"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),4.0,"Pfizer
4.0","New York, NY",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),125,210,167.5,NY,172
566,723,"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 - 5000 ,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),44,86,65.0,NY,19
567,725,Senior Data Analyst,$69K-$119K (Glassdoor est.),4.0,"Novetta
4.0","Herndon, VA",501 - 1000 ,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),69,119,94.0,VA,9
568,726,Senior Data Analyst,$65K-$110K (Glassdoor est.),1.9,"Moda Operandi
1.9","New York, NY",201 - 500 ,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),65,110,87.5,NY,11
569,727,Senior Data Engineer,$67K-$127K (Glassdoor est.),4.0,"Novetta
4.0","Reston, VA",501 - 1000 ,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),67,127,97.0,VA,9
570,728,Senior Data Engineer,$78K-$147K (Glassdoor est.),4.3,"Genesys
4.3","Durham, NC",5001 - 10000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),78,147,112.5,NC,31
571,730,Data Modeler (Analytical Systems),$66K-$117K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),66,117,91.5,MA,170
572,731,Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN",10000+ ,Insurance Carriers,Insurance,$10+ billion (USD),37,66,51.5,IN,109
573,732,Data Scientist in Translational Medicine,$86K-$143K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),86,143,114.5,MA,25
574,733,Data Scientist,$84K-$146K (Glassdoor est.),4.3,"USEReady
4.3","New York, NY",201 - 500 ,Consulting,Business Services,$10 to $25 million (USD),84,146,115.0,NY,10
575,734,Product Manager/Data Evangelist,$50K-$98K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Phila, PA",1 - 50 ,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),50,98,74.0,PA,-1
576,735,Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),4.7,"QK
4.7","Clovis, CA",51 - 200 ,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),38,64,51.0,CA,49
577,736,Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),3.4,"Tivity Health
3.4","Chandler, AZ",501 - 1000 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,90,110,100.0,AZ,40
578,737,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",$92K-$150K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),92,150,121.0,MA,25
579,738,Senior Data Analyst/Scientist,$90K-$153K (Glassdoor est.),4.5,"Demandbase
4.5","San Francisco, CA",201 - 500 ,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),90,153,121.5,CA,15
580,740,"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),3.1,"Santander
3.1","Boston, MA",10000+ ,Banks & Credit Unions,Finance,$10+ billion (USD),43,82,62.5,MA,165
581,741,"Scientist – Cancer Discovery, Molecular Assay",Employer Provided Salary:$100K-$135K,-1.0,Monte Rosa Therapeutics,"Cambridge, MA",unknown,-1,-1,Unknown / Non-Applicable,100,135,117.5,MA,-1
582,742,Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),3.9,"Luminar Technologies
3.9","Orlando, FL",201 - 500 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,93,151,122.0,FL,9
583,743,Data Engineer,$61K-$109K (Glassdoor est.),4.4,"BRMi
4.4","Chantilly, VA",51 - 200 ,IT Services,Information Technology,Unknown / Non-Applicable,61,109,85.0,VA,17
584,744,Data Engineer,$42K-$79K (Glassdoor est.),3.4,"IntraEdge
3.4","Scottsdale, AZ",501 - 1000 ,IT Services,Information Technology,$50 to $100 million (USD),42,79,60.5,AZ,19
585,745,Lead Data Scientist,$139K-$221K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA",51 - 200 ,Financial Analytics & Research,Finance,$50 to $100 million (USD),139,221,180.0,CA,12
586,746,"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),4.7,"Veterans United Home Loans
4.7","Columbia, MO",1001 - 5000 ,Lending,Finance,Unknown / Non-Applicable,40,101,70.5,MO,19
587,747,Big Data Engineer,$84K-$153K (Glassdoor est.),3.3,"Peraton
3.3","Chantilly, VA",1001 - 5000 ,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),84,153,118.5,VA,4
588,748,Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),3.9,"Emtec, Inc.
3.9","Chicago, IL",501 - 1000 ,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),52,81,66.5,IL,26
589,749,Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),3.4,"PA Consulting
3.4","Boston, MA",1001 - 5000 ,Consulting,Business Services,$100 to $500 million (USD),81,134,107.5,MA,78
590,750,Senior Data Engineer,$97K-$180K (Glassdoor est.),4.7,"Praetorian
4.7","Austin, TX",51 - 200 ,Security Services,Business Services,$10 to $25 million (USD),97,180,138.5,TX,11
591,751,Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),49,113,81.0,MD,60
592,752,Data Engineering Analyst,$44K-$73K (Glassdoor est.),3.8,"COUNTRY Financial
3.8","Bloomington, IL",1001 - 5000 ,Insurance Carriers,Insurance,$2 to $5 billion (USD),44,73,58.5,IL,96
593,753,Sr. Data Engineer,$75K-$140K (Glassdoor est.),3.4,"Echo Global Logistics
3.4","Chicago, IL",1001 - 5000 ,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),75,140,107.5,IL,16
594,754,"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),84,157,120.5,MA,13
595,755,Manager of Data Science,$40K-$87K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA",201 - 500 ,Internet,Information Technology,$10 to $25 million (USD),40,87,63.5,CA,14
596,756,Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,"Reynolds American
3.1","Owensboro, KY",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),68,139,103.5,KY,146
597,757,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,$72K-$142K (Glassdoor est.),4.1,"Mentor Graphics
4.1","Fremont, CA",5001 - 10000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),72,142,107.0,CA,40
598,758,Data Engineer,$74K-$137K (Glassdoor est.),3.7,"Maxar Technologies
3.7","Springfield, VA",5001 - 10000 ,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),74,137,105.5,VA,-1
599,759,Data Engineer,$57K-$109K (Glassdoor est.),2.8,"ICW Group
2.8","San Diego, CA",501 - 1000 ,Insurance Carriers,Insurance,$500 million to $1 billion (USD),57,109,83.0,CA,49
600,761,Lead Big Data Engineer,$121K-$203K (Glassdoor est.),4.0,"Glassdoor
4.0","San Francisco, CA",1001 - 5000 ,Internet,Information Technology,Unknown / Non-Applicable,121,203,162.0,CA,14
601,763,Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA",1001 - 5000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,CA,52
602,766,Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),3.4,"Assurant
3.4","Westlake, OH",10000+ ,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,OH,43
603,767,Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),3.7,"F&G
3.7","Des Moines, IA",201 - 500 ,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,IA,-1
604,768,Associate Research Scientist I (Protein Expression and Production),$59K-$116K (Glassdoor est.),3.0,"Exelixis
3.0","Alameda, CA",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,59,116,87.5,CA,27
605,769,Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 - 5000 ,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),60,101,80.5,WA,56
606,773,Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA",501 - 1000 ,Lending,Finance,$100 to $500 million (USD),31,55,43.0,IA,29
607,776,"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),4.4,"Acceleron Pharma
4.4","Cambridge, MA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,102,178,140.0,MA,18
608,777,"Director, Precision Medicine Clinical Biomarker Scientist",$136K-$208K (Glassdoor est.),4.0,"Pfizer
4.0","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),136,208,172.0,MA,172
609,778,"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,-1.0,Kronos Bio,"Cambridge, MA",unknown,-1,-1,Unknown / Non-Applicable,110,130,120.0,MA,-1
610,779,Data Analyst Senior,$48K-$85K (Glassdoor est.),3.0,"AmeriHealth Caritas
3.0","Philadelphia, PA",5001 - 10000 ,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,PA,38
611,780,Senior Formulations Scientist II,$71K-$129K (Glassdoor est.),3.0,"Exelixis
3.0","Alameda, CA",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,71,129,100.0,CA,27
612,781,Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),4.7,"Strategic Employment Partners
4.7","San Francisco, CA",51 - 200 ,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),66,123,94.5,CA,15
613,782,Data Science Manager,$171K-$272K (Glassdoor est.),4.2,"Grand Rounds
4.2","San Francisco, CA",501 - 1000 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,171,272,221.5,CA,10
614,783,Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),3.8,"PNNL
3.8","Seattle, WA",1001 - 5000 ,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),92,146,119.0,WA,56
615,784,Data Engineer,$65K-$126K (Glassdoor est.),3.5,"SPINS, LLC
3.5","Chicago, IL",201 - 500 ,Consulting,Business Services,$50 to $100 million (USD),65,126,95.5,IL,26
616,785,"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ ,Insurance Carriers,Insurance,$10+ billion (USD),150,239,194.5,IL,109
617,786,Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),3.2,"Catholic Health Initiatives
3.2","Omaha, NE",10000+ ,Health Care Services & Hospitals,Health Care,$10+ billion (USD),43,60,51.5,NE,25
618,787,"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),2.7,"FLEETCOR
2.7","Nashville, TN",5001 - 10000 ,Financial Transaction Processing,Finance,$2 to $5 billion (USD),20,35,27.5,TN,21
619,788,Senior Quantitative Analyst,$118K-$228K (Glassdoor est.),3.3,"DTCC
3.3","Jersey City, NJ",1001 - 5000 ,Brokerage Services,Finance,$1 to $2 billion (USD),118,228,173.0,NJ,48
620,789,Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),3.7,"Applied Research Laboratories
3.7","Austin, TX",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,TX,-1
621,790,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX",1001 - 5000 ,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,TX,74
622,791,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),47,101,74.0,NC,146
623,794,Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),3.7,"Raytheon
3.7","Huntsville, AL",10000+ ,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),49,76,62.5,AL,99
